idx,dat1,dat2,label
1,0.08515946294021447,0.43275253213345655,
2,1.103489477259121,1.326746011715808,
3,0.6287279367386648,0.5722795072435958,
4,0.7667223337709351,0.4678642943295023,
5,0.4122772310834086,0.4936285293916822,
6,0.576059674947336,0.3202477177820358,
7,0.876293657695496,2.2714661324302057,
8,0.5836569104824039,0.48095085272547605,
9,0.19705979128000808,0.05926607492147887,
10,0.9389996041220151,1.749430250588968,
11,0.09273075857535938,0.17537711366282316,
12,0.3476418652342201,1.7045496067120243,
13,0.4151024857472278,0.5844903266312297,
14,0.5579196988425099,0.35331073821284426,
15,0.1066209073033763,0.025044408721160257,
16,0.7117188710776936,1.9879640647074943,
17,1.0308760810178506,1.5076362368425782,
18,0.24032215240234844,1.494869613713458,
19,0.9640774746324149,1.6840777188230882,
20,0.39953589632912373,1.049744234057669,
21,0.4729307566060516,0.19143278492030238,
22,0.6841770652191319,2.897989493868565,
23,0.43250541952696947,0.8715094444073905,
24,0.14198061091450995,2.8923533159766226,
25,0.16172463067113643,1.3111048715766016,
26,0.9985304917191516,3.608664153293455,
27,0.551411242294001,0.12564036031292708,
28,0.4859827980580162,1.9009317260024803,
29,0.24604247231410573,0.06759412107108066,
30,0.4396566902656369,1.818530994896499,
31,0.03975041532307223,0.14848742571055623,
32,0.09453512854684235,0.09789584911363086,
33,0.2601722263133937,0.24439853661064034,
34,0.799361258977739,2.029721919611462,
35,0.5097208901892526,1.4121507185142836,
36,0.7588234631110539,0.17925627623992296,
37,0.5168846651940228,0.530420452974987,
38,0.33085990754597666,0.7220580899481241,
39,0.2812114490550202,1.739249422011113,
40,0.7314715142276152,3.616671425690846,
41,0.5353815727566218,1.2388751555851145,
42,1.0080456041608983,3.517945232251377,
43,0.3366180400164073,2.048489088104319,
44,0.28963158216199175,0.6062434712840769,
45,0.3401148858423007,0.09370649014076336,
46,0.17955791682255312,0.5710321157805665,
47,0.03653530427650312,0.5941433773835689,
48,0.007033513226546051,0.16631667830580035,
49,0.1576751406369846,0.3184144129855478,
50,0.647897195755416,1.1754341006894886,
51,0.16140935430135545,0.5257125321380598,
52,0.8285811909752437,1.027385049980028,
53,0.9201117888127901,2.372345045209414,
54,0.6699282615231007,0.5661374088298773,
55,0.9590975023211581,0.2646330076604698,
56,0.7616432422670296,0.07813150994310536,
57,0.9276028622199947,1.3624201812609424,
58,0.4787286811746619,0.13258017933253594,
59,0.9966274655781165,1.3360151515648504,
60,0.2536865533887506,0.4455341958649485,
61,0.35179201043834935,0.769269851388683,
62,0.5882335719689977,0.291759648161492,
63,0.3817033101290464,0.47360087888313096,
64,0.45907956471512884,0.014904600537068763,
65,0.7006543448790455,0.0006435142281482452,
66,0.05122772610360467,0.030632160580927492,
67,1.1570984405296312,3.2494722646124625,
68,0.9113325044687228,0.30756141150400007,
69,0.9315799510270616,1.5477394239851685,
70,0.7923267009888398,1.1381752695446212,
71,0.40512850855010935,0.22297217374854034,
72,0.7291530285462786,3.222895968894727,
73,0.5432909019009498,0.8755233009958773,
74,1.888579133485344,6.252933612734953,
75,0.8147899750058545,1.8216082488343046,
76,0.900163541816547,2.394316974394927,
77,0.25143322315787303,0.19825110504474003,
78,0.38398779980331355,2.3316676131409078,
79,0.008754613284746126,0.030773109566632033,
80,0.07467784206412799,0.13087157858755877,
81,1.2898521252470383,1.062066261053258,
82,0.7728000822827811,0.4191652861197662,
83,0.18835160196099113,0.04098350578989706,
84,0.38851789179324914,1.2584037719439016,
85,0.5271153238708479,0.6591826955166619,
86,0.8847493364456109,1.0351310011517716,
87,0.39250717594700346,0.639530879549612,
88,0.6220117230054704,1.6858896809799828,
89,0.93907891380228,0.7513930383634706,
90,1.4287911381430927,3.534117989504567,
91,0.21945711632904358,0.6614216031334593,
92,0.6582098249653849,1.033246750506228,
93,1.3643559166883001,2.2328870903197267,
94,0.816389033260231,1.816107096254681,
95,0.8518284515763227,2.7721525117448698,
96,0.15925067465339454,0.5524070827000265,
97,0.47300834965208644,0.20668624142494624,
98,0.696137973915832,0.3073069393796987,
99,0.35002980711239007,0.16895550940203857,
100,0.4769090838921584,0.6557282382395027,
101,0.006970789974772156,0.689969120339598,
102,0.0444285207921849,1.3583637699267144,
103,0.314097331439052,0.6399261483252203,
104,0.2686422848675515,2.2102789693089484,
105,0.1972471808001224,1.1855778429743946,
106,0.22753411248850694,1.9141322371519183,
107,0.17131435775098408,0.9510610905763522,
108,0.25840358471579067,1.310586719823014,
109,0.14899709542586936,0.8861097199921064,
110,0.010837023163870127,2.431752617114619,
111,0.07559954144499544,2.223631569322514,
112,0.010518145888194613,2.425492017329092,
113,0.0,0.6972324103861753,
114,0.0,2.265744636545789,
115,0.018930728415639773,1.2378289788558192,
116,0.0,0.498334851028468,
